design_id,length_mm,width_mm,height_mm,frontal_area_mm2,roof_height_mm,rear_slant_deg,windshield_deg,cabin_length_frac,n_vertices,cd,config
E_S_WW_WM_0698,4918.8,1040.0,1296.4,1348238.0,1296.0,16.0,5.3,0.514,1558332,0.258276436179402,E_S_WW_WM
E_S_WW_WM_0699,4742.8,1090.4,1325.4,1445270.0,1324.7,18.9,5.2,0.52,1558332,0.2944361353222591,E_S_WW_WM
E_S_WW_WM_0700,4610.0,1029.6,1353.4,1393531.0,1349.7,18.8,0.0,0.521,1558332,0.3198101698903654,E_S_WW_WM
F_D_WM_WW_0001,4997.6,2014.8,1641.4,3307146.0,1641.4,12.9,7.1,0.472,1251342,0.2758330686320894,F_D_WM_WW
F_D_WM_WW_0002,5136.2,2019.5,1688.8,3410441.0,1688.8,13.3,8.2,0.49,1251342,0.279601692104593,F_D_WM_WW
F_D_WM_WW_0003,4901.3,2017.2,1621.5,3270899.0,1621.5,12.3,7.4,0.494,1251342,0.2728372840358691,F_D_WM_WW
F_D_WM_WW_0004,4804.7,2041.6,1371.8,2800585.0,1371.8,12.1,9.1,0.606,1251342,0.2577121556208067,F_D_WM_WW
F_D_WM_WW_0005,4766.4,2025.3,1465.0,2967090.0,1465.0,10.3,7.7,0.533,1251342,0.2678900635827639,F_D_WM_WW
F_D_WM_WW_0006,5154.8,2022.2,1680.9,3399159.0,1680.9,12.7,7.8,0.493,1251342,0.2774151530752517,F_D_WM_WW
F_D_WM_WW_0008,4859.0,2017.2,1572.0,3171038.0,1572.0,12.5,7.1,0.49,1251342,0.268218432875674,F_D_WM_WW
F_D_WM_WW_0009,4772.8,2037.8,1394.1,2840868.0,1394.1,11.6,9.1,0.573,1251342,0.2704662844427929,F_D_WM_WW
F_D_WM_WW_0010,5100.5,2023.5,1638.7,3316025.0,1638.7,14.3,8.3,0.514,1251342,0.2849148534560543,F_D_WM_WW
F_D_WM_WW_0011,4789.7,2020.4,1504.8,3040306.0,1504.8,10.8,7.2,0.505,1251342,0.263572757631452,F_D_WM_WW
F_D_WM_WW_0012,4957.8,2038.6,1451.4,2958746.0,1451.4,14.4,8.6,0.589,1251342,0.2747048210377882,F_D_WM_WW
F_D_WM_WW_0013,4976.3,2035.8,1470.7,2993989.0,1470.7,14.1,8.7,0.581,1251342,0.2745364367752132,F_D_WM_WW
F_D_WM_WW_0014,4824.2,2038.8,1387.3,2828472.0,1387.3,12.0,9.3,0.571,1251342,0.271801829537252,F_D_WM_WW
F_D_WM_WW_0015,5012.6,2014.5,1649.4,3322698.0,1649.4,12.1,7.2,0.471,1251342,0.276729524483394,F_D_WM_WW
F_D_WM_WW_0016,5152.0,2037.9,1574.0,3207578.0,1574.0,13.2,7.5,0.571,1251342,0.2776524774514132,F_D_WM_WW
F_D_WM_WW_0017,5177.6,2025.1,1684.7,3411615.0,1684.7,13.1,7.1,0.521,1251342,0.2828742264982334,F_D_WM_WW
F_D_WM_WW_0018,4939.4,2040.9,1430.0,2918433.0,1430.0,13.8,8.5,0.579,1251342,0.2775914164423525,F_D_WM_WW
F_D_WM_WW_0019,4804.2,2017.1,1536.9,3100097.0,1536.9,10.2,6.8,0.482,1251342,0.2734444427896552,F_D_WM_WW
F_D_WM_WW_0020,5039.6,2032.5,1534.7,3119302.0,1534.7,13.7,8.2,0.575,1251342,0.2778899306815525,F_D_WM_WW
F_D_WM_WW_0021,4910.2,2035.4,1448.8,2948999.0,1448.8,13.3,9.1,0.552,1251342,0.2550083302261402,F_D_WM_WW
F_D_WM_WW_0022,4975.0,2037.8,1474.3,3004287.0,1474.3,14.8,8.3,0.565,1251342,0.2810199717811187,F_D_WM_WW
F_D_WM_WW_0023,5189.4,2015.8,1748.0,3523721.0,1748.0,12.9,7.6,0.47,1251342,0.2848596213384864,F_D_WM_WW
F_D_WM_WW_0024,5165.2,2041.2,1540.1,3143626.0,1540.1,13.8,8.4,0.569,1251342,0.3102429442436092,F_D_WM_WW
F_D_WM_WW_0025,4886.8,2017.8,1531.1,3089346.0,1531.1,12.2,6.8,0.476,1251342,0.260141711742952,F_D_WM_WW
F_D_WM_WW_0026,4795.6,2031.9,1427.1,2899751.0,1427.1,11.3,8.4,0.541,1251342,0.2575314588047249,F_D_WM_WW
F_D_WM_WW_0027,4851.0,2030.9,1434.9,2914057.0,1434.9,11.9,8.3,0.528,1251342,0.2420353593385376,F_D_WM_WW
F_D_WM_WW_0028,4939.4,2034.9,1455.8,2962343.0,1455.8,13.4,9.1,0.585,1251342,0.2646588638794727,F_D_WM_WW
F_D_WM_WW_0029,4843.3,2034.0,1410.6,2869234.0,1410.6,12.1,8.8,0.552,1251342,0.2686105051865705,F_D_WM_WW
F_D_WM_WW_0030,5077.9,2016.6,1680.7,3389371.0,1680.7,13.3,7.4,0.476,1251342,0.2792233074640579,F_D_WM_WW
F_D_WM_WW_0031,5036.7,2017.2,1640.4,3308949.0,1640.4,12.9,7.5,0.481,1251342,0.2792597363670092,F_D_WM_WW
F_D_WM_WW_0032,5090.7,2036.3,1549.8,3155806.0,1549.8,14.3,7.9,0.583,1251342,0.2825863890724123,F_D_WM_WW
F_D_WM_WW_0033,4995.5,2021.5,1599.4,3233201.0,1599.4,12.8,8.1,0.559,1251342,0.266490703932677,F_D_WM_WW
F_D_WM_WW_0034,5230.1,2021.4,1705.2,3446790.0,1705.2,13.5,7.3,0.492,1251342,0.293244389227505,F_D_WM_WW
F_D_WM_WW_0035,4792.3,2035.1,1406.7,2862861.0,1406.7,11.4,8.8,0.596,1251342,0.2706278630753527,F_D_WM_WW
F_D_WM_WW_0036,5060.6,2036.3,1516.8,3088684.0,1516.8,15.5,7.5,0.557,1251342,0.2888088020884352,F_D_WM_WW
F_D_WM_WW_0037,5160.6,2030.5,1617.1,3283577.0,1617.1,13.8,7.5,0.537,1251342,0.2717223570759931,F_D_WM_WW
F_D_WM_WW_0038,4886.8,2032.0,1422.3,2890095.0,1422.3,12.2,8.7,0.579,1251342,0.2618056659106805,F_D_WM_WW
F_D_WM_WW_0039,5205.7,2042.5,1552.9,3171769.0,1552.9,14.3,8.0,0.572,1251342,0.3077910027021394,F_D_WM_WW
F_D_WM_WW_0040,4752.1,2025.5,1465.0,2967320.0,1465.0,10.5,7.7,0.535,1251342,0.2582469118507516,F_D_WM_WW
F_D_WM_WW_0041,4831.3,2016.2,1538.8,3102561.0,1538.8,10.6,6.8,0.479,1251342,0.2783390546616856,F_D_WM_WW
F_D_WM_WW_0042,4756.3,2019.2,1510.7,3050351.0,1510.7,10.9,7.0,0.503,1251342,0.2681101270525019,F_D_WM_WW
F_D_WM_WW_0043,4983.6,2022.5,1582.8,3201265.0,1582.8,12.9,8.2,0.503,1251342,0.2643515203192388,F_D_WM_WW
F_D_WM_WW_0044,5023.3,2038.8,1500.7,3059691.0,1500.7,14.4,8.0,0.584,1251342,0.2803951844921348,F_D_WM_WW
F_D_WM_WW_0045,4862.6,2017.0,1535.0,3096032.0,1535.0,11.3,6.8,0.477,1251342,0.2646906217161462,F_D_WM_WW
F_D_WM_WW_0046,4772.8,2023.1,1479.6,2993291.0,1479.6,10.7,7.5,0.523,1251342,0.2661026134908466,F_D_WM_WW
F_D_WM_WW_0047,4968.7,2034.1,1502.9,3057066.0,1502.9,14.3,8.4,0.588,1251342,0.2591005466616029,F_D_WM_WW
F_D_WM_WW_0048,4869.3,2028.3,1445.6,2932004.0,1445.6,11.4,8.2,0.522,1251342,0.270372627917641,F_D_WM_WW
F_D_WM_WW_0049,5002.2,2022.7,1542.2,3119359.0,1542.2,12.3,7.8,0.498,1251342,0.2715224118575336,F_D_WM_WW
F_D_WM_WW_0050,5004.4,2037.8,1511.2,3079602.0,1511.2,15.7,8.1,0.593,1251342,0.2832653837297705,F_D_WM_WW
F_D_WM_WW_0051,5129.6,2020.4,1673.2,3380487.0,1673.2,13.9,8.4,0.494,1251342,0.2773287816738437,F_D_WM_WW
F_D_WM_WW_0052,5213.0,2017.5,1727.3,3484771.0,1727.3,14.2,7.8,0.477,1251342,0.2925217725815169,F_D_WM_WW
F_D_WM_WW_0053,4795.0,2033.2,1420.3,2887784.0,1420.3,11.0,8.7,0.547,1251342,0.2737378264963318,F_D_WM_WW
F_D_WM_WW_0054,5148.4,2021.5,1657.6,3350904.0,1657.6,14.1,8.5,0.495,1251342,0.2957641374456448,F_D_WM_WW
F_D_WM_WW_0055,5141.1,2014.9,1698.9,3423034.0,1698.9,14.4,7.5,0.467,1251342,0.28459716326565,F_D_WM_WW
F_D_WM_WW_0056,4916.7,2014.7,1629.2,3282442.0,1629.2,12.0,7.0,0.473,1251342,0.2664051751797973,F_D_WM_WW
F_D_WM_WW_0057,5169.9,2015.1,1753.1,3532706.0,1753.1,11.9,7.4,0.466,1251342,0.2814822147456906,F_D_WM_WW
F_D_WM_WW_0058,4795.8,2033.0,1422.3,2891413.0,1422.3,11.3,8.6,0.591,1251342,0.2619100715001943,F_D_WM_WW
F_D_WM_WW_0059,5138.0,2035.4,1581.5,3218965.0,1581.5,13.7,7.8,0.573,1251342,0.2791047408332931,F_D_WM_WW
F_D_WM_WW_0060,4864.1,2034.9,1410.6,2870442.0,1410.6,11.8,9.0,0.55,1251342,0.2695397361394956,F_D_WM_WW
F_D_WM_WW_0061,5100.5,2036.0,1555.9,3167945.0,1555.9,13.9,7.6,0.575,1251342,0.2832485873005468,F_D_WM_WW
F_D_WM_WW_0062,4946.9,2040.1,1425.9,2908832.0,1425.9,15.1,8.8,0.595,1251342,0.2798240099708297,F_D_WM_WW
F_D_WM_WW_0063,5187.0,2028.3,1641.2,3328804.0,1641.2,14.0,7.3,0.53,1251342,0.2770339346356303,F_D_WM_WW
F_D_WM_WW_0064,4938.4,2016.3,1540.0,3105112.0,1540.0,11.8,6.9,0.472,1251342,0.2722964323353276,F_D_WM_WW
F_D_WM_WW_0065,4933.2,2019.6,1578.8,3188517.0,1578.8,12.9,7.4,0.496,1251342,0.2600632193018083,F_D_WM_WW
F_D_WM_WW_0066,5172.0,2022.6,1674.0,3385690.0,1674.0,14.2,7.7,0.498,1251342,0.2856277909399329,F_D_WM_WW
F_D_WM_WW_0067,5194.6,2040.9,1578.8,3222218.0,1578.8,12.4,7.2,0.572,1251342,0.2971899897766794,F_D_WM_WW
F_D_WM_WW_0068,4912.5,2038.0,1403.8,2861026.0,1403.8,13.3,9.3,0.59,1251342,0.2554842021396648,F_D_WM_WW
F_D_WM_WW_0070,5160.3,2039.4,1561.8,3185179.0,1561.8,13.6,8.1,0.58,1251342,0.3015860516444933,F_D_WM_WW
F_D_WM_WW_0071,4936.2,2022.2,1534.9,3103876.0,1534.9,12.5,7.7,0.504,1251342,0.2714012262021621,F_D_WM_WW
F_D_WM_WW_0072,4905.0,2018.6,1612.3,3254527.0,1612.3,12.9,7.3,0.494,1251342,0.2704200509861958,F_D_WM_WW
F_D_WM_WW_0073,5203.7,2017.3,1724.0,3477945.0,1724.0,13.1,8.0,0.479,1251342,0.2957586066847465,F_D_WM_WW
F_D_WM_WW_0074,5171.1,2032.1,1636.0,3324481.0,1636.0,12.5,6.9,0.57,1251342,0.2888646332917901,F_D_WM_WW
F_D_WM_WW_0075,4741.2,2014.6,1547.6,3117796.0,1547.6,11.1,6.6,0.484,1251342,0.2721375637853628,F_D_WM_WW
F_D_WM_WW_0076,4830.7,2019.8,1506.8,3043351.0,1506.8,11.4,7.2,0.498,1251342,0.2659760916506006,F_D_WM_WW
F_D_WM_WW_0077,4764.3,2016.7,1537.9,3101400.0,1537.9,11.3,6.8,0.488,1251342,0.2640418785607274,F_D_WM_WW
F_D_WM_WW_0078,5000.0,2036.2,1489.5,3032982.0,1489.5,15.3,8.1,0.583,1251342,0.2725495815199849,F_D_WM_WW
F_D_WM_WW_0079,4936.0,2037.4,1436.5,2926733.0,1436.5,13.5,8.9,0.582,1251342,0.2615444377525354,F_D_WM_WW
F_D_WM_WW_0080,4999.0,2025.1,1577.2,3194125.0,1577.2,14.1,8.5,0.519,1251342,0.26772854687326,F_D_WM_WW
F_D_WM_WW_0081,4822.6,2031.7,1426.2,2897550.0,1426.2,10.9,8.6,0.589,1251342,0.2670334379667598,F_D_WM_WW
F_D_WM_WW_0082,4845.4,2017.5,1571.7,3170797.0,1571.7,12.2,7.1,0.486,1251342,0.2636202471793339,F_D_WM_WW
F_D_WM_WW_0083,4983.1,2028.4,1549.2,3142278.0,1549.2,14.4,8.7,0.524,1251342,0.2635515944824869,F_D_WM_WW
F_D_WM_WW_0084,5004.5,2023.2,1587.3,3211572.0,1587.3,13.9,8.3,0.51,1251342,0.2706247322676026,F_D_WM_WW
F_D_WM_WW_0085,4810.2,2024.7,1469.9,2976017.0,1469.9,9.9,7.7,0.521,1251342,0.2759413930939839,F_D_WM_WW
F_D_WM_WW_0086,4993.2,2030.5,1553.8,3155077.0,1553.8,14.5,8.4,0.577,1251342,0.2697581473967529,F_D_WM_WW
F_D_WM_WW_0087,5026.3,2024.4,1595.0,3228851.0,1595.0,13.5,8.6,0.507,1251342,0.2701029659538381,F_D_WM_WW
F_D_WM_WW_0088,4743.6,2024.7,1468.9,2974118.0,1468.9,10.2,7.6,0.529,1251342,0.2671571630817447,F_D_WM_WW
F_D_WM_WW_0089,4940.4,2022.0,1504.9,3042927.0,1504.9,11.7,7.5,0.499,1251342,0.2606027458958274,F_D_WM_WW
F_D_WM_WW_0090,4952.2,2018.1,1634.0,3297705.0,1634.0,12.6,7.6,0.496,1251342,0.2901365765681321,F_D_WM_WW
F_D_WM_WW_0091,4840.7,2018.4,1525.3,3078668.0,1525.3,12.2,7.1,0.492,1251342,0.2590043784274726,F_D_WM_WW
F_D_WM_WW_0092,4830.9,2016.7,1533.0,3091679.0,1533.0,11.2,6.8,0.48,1251342,0.2737595724664708,F_D_WM_WW
F_D_WM_WW_0093,5172.1,2016.4,1725.9,3480106.0,1725.9,14.2,7.8,0.48,1251342,0.2799799733541031,F_D_WM_WW
F_D_WM_WW_0094,4834.8,2035.8,1401.9,2853892.0,1401.9,12.4,9.1,0.561,1251342,0.2555135826548198,F_D_WM_WW
F_D_WM_WW_0095,4992.4,2019.9,1579.9,3191152.0,1579.9,12.5,7.7,0.493,1251342,0.2749331341382733,F_D_WM_WW
F_D_WM_WW_0096,4915.2,2021.7,1518.3,3069564.0,1518.3,12.4,7.6,0.505,1251342,0.2648914469895431,F_D_WM_WW
F_D_WM_WW_0097,4784.4,2017.9,1525.2,3077825.0,1525.2,10.8,6.9,0.493,1251342,0.2596049108702199,F_D_WM_WW
F_D_WM_WW_0098,4954.9,2017.7,1579.1,3186058.0,1579.1,12.8,7.3,0.485,1251342,0.2703855354081431,F_D_WM_WW
F_D_WM_WW_0099,5110.0,2018.7,1674.2,3379695.0,1674.2,14.1,8.1,0.492,1251342,0.2844964936363878,F_D_WM_WW
F_D_WM_WW_0100,4911.5,2018.8,1533.2,3095171.0,1533.2,13.0,7.2,0.489,1251342,0.2519678171378126,F_D_WM_WW
F_D_WM_WW_0101,4884.9,2015.9,1541.8,3108035.0,1541.8,12.0,6.8,0.473,1251342,0.263801876769012,F_D_WM_WW
F_D_WM_WW_0102,4835.4,2028.6,1448.5,2938461.0,1448.5,11.5,8.0,0.58,1251342,0.2567776780156554,F_D_WM_WW
F_D_WM_WW_0103,5092.6,2023.0,1634.5,3306678.0,1634.5,13.3,8.4,0.502,1251342,0.2696328026834364,F_D_WM_WW
F_D_WM_WW_0104,4858.5,2018.6,1513.6,3055375.0,1513.6,11.2,7.1,0.492,1251342,0.2642377645103529,F_D_WM_WW
F_D_WM_WW_0105,4825.0,2020.8,1505.8,3042916.0,1505.8,11.3,7.2,0.501,1251342,0.2576454071745513,F_D_WM_WW
F_D_WM_WW_0106,5111.6,2024.6,1630.5,3301232.0,1630.5,14.1,8.0,0.514,1251342,0.2856673536531667,F_D_WM_WW
F_D_WM_WW_0107,4945.5,2026.1,1512.9,3065225.0,1512.9,13.8,8.3,0.522,1251342,0.2577277593257494,F_D_WM_WW
F_D_WM_WW_0108,4892.0,2023.0,1485.4,3004984.0,1485.4,11.2,7.5,0.508,1251342,0.2699959548757885,F_D_WM_WW
F_D_WM_WW_0109,4898.5,2020.0,1505.8,3041779.0,1505.8,12.0,7.2,0.493,1251342,0.2656488915576432,F_D_WM_WW
F_D_WM_WW_0110,5156.4,2022.3,1678.9,3395308.0,1678.9,13.8,7.9,0.505,1251342,0.2847317853628175,F_D_WM_WW
F_D_WM_WW_0111,5181.6,2036.4,1573.3,3203947.0,1573.3,14.8,7.7,0.555,1251342,0.316071739815019,F_D_WM_WW
F_D_WM_WW_0112,4937.8,2041.9,1419.5,2898476.0,1419.5,13.8,8.6,0.597,1251342,0.2772748120089877,F_D_WM_WW
F_D_WM_WW_0113,4831.9,2023.4,1482.5,2999636.0,1482.5,11.0,7.6,0.515,1251342,0.2646329999159307,F_D_WM_WW
F_D_WM_WW_0114,4916.9,2023.7,1578.9,3195199.0,1578.9,13.2,8.2,0.515,1251342,0.2709286353599787,F_D_WM_WW
F_D_WM_WW_0505,4839.0,2035.4,1406.7,2863256.0,1406.7,11.7,9.0,0.56,1251342,0.2754108850199295,F_D_WM_WW
F_D_WM_WW_0506,4783.1,2017.8,1523.3,3073632.0,1523.3,10.1,7.0,0.494,1251342,0.2740236914174995,F_D_WM_WW
F_D_WM_WW_0507,5083.8,2038.7,1530.0,3119208.0,1530.0,15.3,8.0,0.576,1251342,0.2816238711104987,F_D_WM_WW
F_D_WM_WW_0508,4985.8,2028.9,1494.5,3032170.0,1494.5,13.0,8.9,0.519,1251342,0.2694819358954664,F_D_WM_WW
F_D_WM_WW_0509,5027.0,2037.1,1511.5,3079186.0,1511.5,15.3,8.0,0.565,1251342,0.2744455252616536,F_D_WM_WW
F_D_WM_WW_0510,4926.7,2017.9,1555.9,3139596.0,1555.9,12.7,7.3,0.486,1251342,0.2611703793283255,F_D_WM_WW
F_D_WM_WW_0511,4905.3,2017.8,1529.1,3085489.0,1529.1,11.5,6.9,0.477,1251342,0.2742281297745418,F_D_WM_WW
F_D_WM_WW_0512,5127.4,2018.8,1682.9,3397452.0,1682.9,12.9,8.2,0.489,1251342,0.2816480042055946,F_D_WM_WW
F_D_WM_WW_0513,5110.4,2031.9,1584.5,3219599.0,1584.5,14.8,7.6,0.539,1251342,0.2871760944412329,F_D_WM_WW
F_D_WM_WW_0514,4999.2,2040.5,1477.4,3014535.0,1477.4,15.7,8.1,0.581,1251342,0.2794720973919704,F_D_WM_WW
F_D_WM_WW_0515,4995.9,2037.2,1475.7,3006447.0,1475.7,13.5,8.2,0.579,1251342,0.2738494534108719,F_D_WM_WW
F_D_WM_WW_0516,4849.3,2029.8,1450.6,2944448.0,1450.6,12.1,8.4,0.531,1251342,0.2512119942157686,F_D_WM_WW
F_D_WM_WW_0517,5013.2,2026.7,1565.8,3173391.0,1565.8,14.4,8.7,0.528,1251342,0.2715712520770217,F_D_WM_WW
F_D_WM_WW_0518,4960.1,2014.1,1629.7,3282399.0,1629.7,13.7,7.0,0.468,1251342,0.2718784202832269,F_D_WM_WW
F_D_WM_WW_0519,5132.2,2035.6,1553.8,3162988.0,1553.8,14.8,7.3,0.578,1251342,0.2905860839122323,F_D_WM_WW
F_D_WM_WW_0520,4781.3,2041.2,1374.7,2806013.0,1374.7,11.9,9.1,0.588,1251342,0.2680369083127454,F_D_WM_WW
F_D_WM_WW_0521,4740.7,2026.3,1460.2,2958769.0,1460.2,10.3,7.8,0.532,1251342,0.2585908237154959,F_D_WM_WW
F_D_WM_WW_0522,5016.9,2041.2,1499.8,3061483.0,1499.8,15.5,8.2,0.585,1251342,0.2800914997503769,F_D_WM_WW
F_D_WM_WW_0523,4821.4,2018.6,1514.6,3057203.0,1514.6,11.7,7.0,0.493,1251342,0.2515612497883698,F_D_WM_WW
F_D_WM_WW_0524,5009.0,2028.2,1559.2,3162477.0,1559.2,14.0,8.7,0.527,1251342,0.2789671410713547,F_D_WM_WW
F_D_WM_WW_0525,5033.5,2040.7,1478.0,3016232.0,1478.0,14.1,7.6,0.589,1251342,0.2915530702620106,F_D_WM_WW
F_D_WM_WW_0526,4937.3,2036.6,1464.2,2981988.0,1464.2,13.8,8.7,0.592,1251342,0.2674575092749535,F_D_WM_WW
F_D_WM_WW_0527,5018.1,2028.3,1590.1,3225126.0,1590.1,15.0,8.0,0.54,1251342,0.2722357330483816,F_D_WM_WW
F_D_WM_WW_0528,4887.1,2021.0,1497.1,3025574.0,1497.1,11.2,7.4,0.503,1251342,0.2704924086539474,F_D_WM_WW
F_D_WM_WW_0529,5026.8,2018.2,1638.2,3306221.0,1638.2,12.9,7.7,0.492,1251342,0.2737895796006871,F_D_WM_WW
F_D_WM_WW_0530,4928.4,2038.0,1507.3,3071912.0,1507.3,13.9,8.1,0.599,1251342,0.286650636628744,F_D_WM_WW
F_D_WM_WW_0531,4749.6,2032.0,1427.1,2899946.0,1427.1,10.7,8.3,0.558,1251342,0.2557848427331802,F_D_WM_WW
F_D_WM_WW_0532,4973.2,2015.3,1585.5,3195220.0,1585.5,12.0,7.0,0.468,1251342,0.2693203827606305,F_D_WM_WW
F_D_WM_WW_0533,4954.2,2023.9,1531.8,3100174.0,1531.8,13.7,7.9,0.512,1251342,0.2570911344667956,F_D_WM_WW
F_D_WM_WW_0534,4788.8,2017.3,1535.0,3096416.0,1535.0,9.9,6.8,0.486,1251342,0.2734503109226443,F_D_WM_WW
F_D_WM_WW_0535,5090.7,2017.6,1673.3,3376030.0,1673.3,14.7,7.8,0.488,1251342,0.2754549819040461,F_D_WM_WW
F_D_WM_WW_0536,5022.5,2019.0,1680.2,3392394.0,1680.2,14.6,7.9,0.498,1251342,0.2925156860963573,F_D_WM_WW
F_D_WM_WW_0537,4782.1,2020.6,1499.0,3028868.0,1499.0,10.2,7.3,0.51,1251342,0.2679517550050949,F_D_WM_WW
F_D_WM_WW_0538,4987.7,2015.2,1632.7,3290350.0,1632.7,12.4,7.0,0.473,1251342,0.2780485881816253,F_D_WM_WW
F_D_WM_WW_0539,4809.4,2035.1,1408.7,2866725.0,1408.7,10.8,9.0,0.597,1251342,0.2706721123704491,F_D_WM_WW
F_D_WM_WW_0540,5043.1,2016.9,1657.1,3342114.0,1657.1,13.5,7.6,0.482,1251342,0.2681236219336805,F_D_WM_WW
F_D_WM_WW_0541,5152.1,2019.8,1699.0,3431737.0,1699.0,13.5,8.2,0.494,1251342,0.2817615256758192,F_D_WM_WW
F_D_WM_WW_0542,4930.2,2040.2,1384.3,2824270.0,1384.3,13.0,9.3,0.567,1251342,0.2826504985971872,F_D_WM_WW
F_D_WM_WW_0543,4983.1,2022.9,1576.1,3188191.0,1576.1,13.7,8.2,0.511,1251342,0.2760368711885418,F_D_WM_WW
F_D_WM_WW_0544,5089.0,2041.4,1517.5,3097732.0,1517.5,15.2,8.0,0.581,1251342,0.2839676248414289,F_D_WM_WW
F_D_WM_WW_0545,5137.2,2018.2,1704.5,3439925.0,1704.5,13.8,8.0,0.488,1251342,0.2736227927393935,F_D_WM_WW
F_D_WM_WW_0546,4743.7,2019.4,1519.4,3068310.0,1519.4,10.8,7.0,0.498,1251342,0.2637502372217584,F_D_WM_WW
F_D_WM_WW_0547,5217.8,2027.6,1654.5,3354613.0,1654.5,14.1,7.0,0.525,1251342,0.2942210186255755,F_D_WM_WW
F_D_WM_WW_0548,4949.1,2023.2,1558.7,3153596.0,1558.7,13.5,8.0,0.512,1251342,0.259427521176957,F_D_WM_WW
F_D_WM_WW_0549,5000.0,2018.5,1613.9,3257621.0,1613.9,13.6,7.7,0.492,1251342,0.2720465297737255,F_D_WM_WW
F_D_WM_WW_0550,5100.6,2032.4,1570.2,3191233.0,1570.2,13.9,7.3,0.568,1251342,0.2713123654684308,F_D_WM_WW
F_D_WM_WW_0551,5004.2,2022.4,1601.0,3237712.0,1601.0,13.7,8.0,0.504,1251342,0.2686904831129627,F_D_WM_WW
F_D_WM_WW_0552,5002.1,2033.4,1552.7,3157376.0,1552.7,14.4,7.7,0.577,1251342,0.2856185493277047,F_D_WM_WW
F_D_WM_WW_0553,4931.5,2031.1,1438.7,2922195.0,1438.7,12.8,8.6,0.538,1251342,0.2735475843611525,F_D_WM_WW
F_D_WM_WW_0554,4864.2,2028.5,1450.4,2942242.0,1450.4,11.7,8.1,0.523,1251342,0.2614985600140868,F_D_WM_WW
F_D_WM_WW_0555,4827.8,2020.0,1503.9,3037828.0,1503.9,11.3,7.3,0.502,1251342,0.2681981818245152,F_D_WM_WW
F_D_WM_WW_0556,5185.4,2029.2,1629.6,3306786.0,1629.6,14.0,7.1,0.525,1251342,0.2890607721441092,F_D_WM_WW
F_D_WM_WW_0557,5080.0,2022.6,1627.1,3291061.0,1627.1,12.9,8.6,0.556,1251342,0.2760345827851129,F_D_WM_WW
F_D_WM_WW_0558,5113.6,2037.8,1552.3,3163329.0,1552.3,14.4,7.7,0.58,1251342,0.2857628741176466,F_D_WM_WW
F_D_WM_WW_0559,4823.3,2039.9,1383.4,2821978.0,1383.4,12.0,9.3,0.576,1251342,0.2741894394059493,F_D_WM_WW
F_D_WM_WW_0560,5130.5,2028.7,1617.2,3280855.0,1617.2,13.2,7.5,0.563,1251342,0.2704440327519958,F_D_WM_WW
F_D_WM_WW_0561,4862.7,2033.3,1419.4,2886004.0,1419.4,11.8,8.7,0.586,1251342,0.2651957201931056,F_D_WM_WW
F_D_WM_WW_0562,4868.5,2028.7,1446.6,2934677.0,1446.6,11.2,8.3,0.527,1251342,0.2680067384452594,F_D_WM_WW
F_D_WM_WW_0563,5090.4,2031.1,1580.8,3210817.0,1580.8,14.6,7.7,0.571,1251342,0.2670607134281461,F_D_WM_WW
F_D_WM_WW_0564,5103.7,2016.2,1675.4,3378013.0,1675.4,12.9,7.6,0.476,1251342,0.2815526303597177,F_D_WM_WW
F_D_WM_WW_0565,5055.0,2032.3,1534.6,3118843.0,1534.6,14.4,8.0,0.541,1251342,0.2847172489979475,F_D_WM_WW
F_D_WM_WW_0566,4989.5,2036.4,1496.5,3047449.0,1496.5,14.2,8.1,0.583,1251342,0.2781716237534192,F_D_WM_WW
F_D_WM_WW_0567,4934.6,2021.0,1506.7,3045027.0,1506.7,11.5,7.4,0.496,1251342,0.2733425188182058,F_D_WM_WW
F_D_WM_WW_0568,4893.5,2043.4,1365.0,2789095.0,1365.0,12.6,9.2,0.596,1251342,0.2793334609778757,F_D_WM_WW
F_D_WM_WW_0569,4752.3,2038.9,1387.3,2828546.0,1387.3,11.3,9.2,0.612,1251342,0.2646840317308523,F_D_WM_WW
F_D_WM_WW_0570,4972.5,2015.0,1589.3,3202374.0,1589.3,12.5,6.9,0.47,1251342,0.27616297677118,F_D_WM_WW
F_D_WM_WW_0571,5170.0,2017.8,1729.4,3489551.0,1729.4,13.8,7.9,0.482,1251342,0.2776743383456871,F_D_WM_WW
F_D_WM_WW_0572,5190.9,2021.9,1697.5,3432149.0,1697.5,12.3,7.6,0.488,1251342,0.2864736960386747,F_D_WM_WW
F_D_WM_WW_0573,5106.8,2043.2,1519.4,3104300.0,1519.4,14.1,8.4,0.578,1251342,0.2878982146604203,F_D_WM_WW
F_D_WM_WW_0574,5192.0,2026.4,1654.2,3352093.0,1654.2,14.0,7.0,0.516,1251342,0.2850802208048855,F_D_WM_WW
F_D_WM_WW_0575,5106.2,2016.3,1681.6,3390593.0,1681.6,14.0,7.4,0.471,1251342,0.2980272772764947,F_D_WM_WW
F_D_WM_WW_0576,5038.3,2038.0,1466.6,2988886.0,1466.6,14.3,8.4,0.572,1251342,0.2695040137499394,F_D_WM_WW
F_D_WM_WW_0577,4954.2,2015.5,1611.2,3247373.0,1611.2,13.1,7.1,0.474,1251342,0.2772722156914064,F_D_WM_WW
